price,bedroom,bathroom,area_sqft,country,city,address,property_type,purpose,furnishing,completion_status,handover,project_name,bedrooms,bathrooms,handover_quarter,handover_year
1094000.0,1 bed,2 baths,844.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Furnished,Off Plan,Q3 2027,Samana Park Meadows,1.0,2.0,Q3,2027
1476722.0,1 bed,2 baths,848.0,UAE,Dubai,Majan,Apartment,Sale,Furnished,Off Plan,Q2 2027,Samana Barari Views,1.0,2.0,Q2,2027
1000000.0,1 bed,2 baths,921.0,UAE,Dubai,Majan,Apartment,Sale,Furnished,Ready,Q2 2027,The 50,1.0,2.0,Q2,2027
990900.0,1 bed,2 baths,714.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Furnished,Off Plan,Q1 2027,Coventry Gardens,1.0,2.0,Q1,2027
525000.0,Studio,1 bath,490.0,UAE,Dubai,Discovery Gardens,Apartment,Sale,Furnished,Ready,Q1 2027,Coventry Gardens,0.0,1.0,Q1,2027
2124998.0,2 beds,2 baths,2016.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q4 2025,Aurora by Binghatti,2.0,2.0,Q4,2025
545000.0,Studio,1 bath,454.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Furnished,Ready,Q4 2025,Giovanni Boutique Suites,0.0,1.0,Q4,2025
2800000.0,1 bed,2 baths,1937.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Townhouse,Sale,Unfurnished,Ready,Q4 2025,JVT District 3,1.0,2.0,Q4,2025
1250000.0,1 bed,2 baths,977.0,UAE,Dubai,Culture Village (Jaddaf Waterfront),Apartment,Sale,Unfurnished,Ready,Q4 2025,JVT District 3,1.0,2.0,Q4,2025
1550000.0,3 beds,3 baths,1944.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Villa,Sale,Furnished,Ready,Q4 2025,Amazonia,3.0,3.0,Q4,2025
3850000.0,2 beds,3 baths,1493.0,UAE,Dubai,Dubai Hills Estate,Apartment,Sale,Unfurnished,Ready,Q4 2025,Amazonia,2.0,3.0,Q4,2025
2100000.0,1 bed,2 baths,908.0,UAE,Dubai,Dubai Hills Estate,Apartment,Sale,Unfurnished,Ready,Q4 2025,Amazonia,1.0,2.0,Q4,2025
2650000.0,3 beds,4 baths,2200.0,UAE,Dubai,Town Square,Townhouse,Sale,Unfurnished,Ready,Q4 2025,Safi Townhouses,3.0,4.0,Q4,2025
7200000.0,2 beds,3 baths,1410.0,UAE,Dubai,Jumeirah Beach Residence (JBR),Apartment,Sale,Unfurnished,Ready,Q4 2025,La Vie,2.0,3.0,Q4,2025
2000000.0,2 beds,4 baths,1509.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Ready,Q4 2025,555 PARK VIEWS,2.0,4.0,Q4,2025
1157244.0,1 bed,1 bath,780.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q1 2027,Milos by Karma,1.0,1.0,Q1,2027
565000.0,1 bed,2 baths,649.0,UAE,Dubai,International City,Apartment,Sale,Unfurnished,Ready,Q1 2027,Milos by Karma,1.0,2.0,Q1,2027
1900000.0,2 beds,3 baths,1395.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Ready,Q1 2027,555 PARK VIEWS,2.0,3.0,Q1,2027
1956000.0,4 beds,3 baths,2352.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Townhouse,Sale,Unfurnished,Off Plan,Q3 2027,Violet 4,4.0,3.0,Q3,2027
3364888.0,3 beds,4 baths,2450.0,UAE,Dubai,Dubai South,Townhouse,Sale,Unfurnished,Off Plan,Q1 2029,Violet 4,3.0,4.0,Q1,2029
2121888.0,2 beds,3 baths,1097.0,UAE,Dubai,Expo City,Apartment,Sale,Unfurnished,Off Plan,Q1 2029,Terra Heights,2.0,3.0,Q1,2029
1526888.0,1 bed,2 baths,733.0,UAE,Dubai,Expo City,Apartment,Sale,Unfurnished,Off Plan,Q1 2029,Terra Heights,1.0,2.0,Q1,2029
770000.0,Studio,1 bath,403.0,UAE,Dubai,Dubai South,Apartment,Sale,Unfurnished,Off Plan,Q1 2029,Azizi Venice,0.0,1.0,Q1,2029
1364297.0,1 bed,2 baths,1018.0,UAE,Dubai,Arjan,Apartment,Sale,Unfurnished,Off Plan,Q3 2026,Gharbi I Residences,1.0,2.0,Q3,2026
1200000.0,2 beds,3 baths,1367.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q3 2026,Profile Residence,2.0,3.0,Q3,2026
3350000.0,5 beds,6 baths,3468.0,UAE,Dubai,DAMAC Lagoons,Townhouse,Sale,Unfurnished,Off Plan,Q4 2026,Morocco,5.0,6.0,Q4,2026
1225000.0,1 bed,2 baths,1042.0,UAE,Dubai,Green Community,Apartment,Sale,Furnished,Ready,Q4 2026,Morocco,1.0,2.0,Q4,2026
1594890.0,1 bed,1 bath,666.0,UAE,Dubai,Ras Al Khor,Apartment,Sale,Unfurnished,Off Plan,Q4 2026,Sobha One Tower A,1.0,1.0,Q4,2026
14900000.0,5 beds,6 baths,7999.0,UAE,Dubai,Umm Suqeim,Villa,Sale,Unfurnished,Ready,Q4 2026,Umm Suqeim 3,5.0,6.0,Q4,2026
3900000.0,3 beds,4 baths,3030.0,UAE,Dubai,Dubai South,Villa,Sale,Unfurnished,Off Plan,Q4 2026,Umm Suqeim 3,3.0,4.0,Q4,2026
33000000.0,6 beds,8 baths,12887.0,UAE,Dubai,Tilal Al Ghaf,Villa,Sale,Unfurnished,Off Plan,Q4 2026,Serenity Mansions,6.0,8.0,Q4,2026
2000000.0,2 beds,3 baths,1370.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Off Plan,Q1 2026,ZaZEN Ivy,2.0,3.0,Q1,2026
12500000.0,5 beds,6 baths,9328.0,UAE,Dubai,Dubailand,Villa,Sale,Unfurnished,Off Plan,Q4 2027,Haven by Aldar,5.0,6.0,Q4,2027
2350000.0,1 bed,1 bath,704.0,UAE,Dubai,Dubai Islands,Apartment,Sale,Furnished,Off Plan,Q2 2026,Villa del DIVOS,1.0,1.0,Q2,2026
1999999.0,2 beds,2 baths,1040.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off Plan,Q2 2026,PRUDENTIAL TOWERS,2.0,2.0,Q2,2026
3620888.0,3 beds,3 baths,2450.0,UAE,Dubai,Dubai South,Townhouse,Sale,Unfurnished,Off Plan,Q1 2029,PRUDENTIAL TOWERS,3.0,3.0,Q1,2029
3530888.0,3 beds,3 baths,2418.0,UAE,Dubai,Dubai South,Townhouse,Sale,Unfurnished,Off Plan,Q1 2029,PRUDENTIAL TOWERS,3.0,3.0,Q1,2029
257092.0,Studio,1 bath,465.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q1 2029,PRUDENTIAL TOWERS,0.0,1.0,Q1,2029
1559000.0,Studio,1 bath,404.0,UAE,Dubai,Business Bay,Apartment,Sale,Furnished,Off Plan,Q4 2029,Bayz 102 by Danube,0.0,1.0,Q4,2029
1700000.0,2 beds,2 baths,1042.0,UAE,Dubai,Dubai Science Park,Apartment,Sale,Furnished,Off Plan,Q3 2027,Opalz by Danube,2.0,2.0,Q3,2027
550000.0,1 bed,2 baths,616.0,UAE,Dubai,International City,Apartment,Sale,Unfurnished,Ready,Q3 2027,Opalz by Danube,1.0,2.0,Q3,2027
2600000.0,4 beds,3 baths,2078.0,UAE,Dubai,DAMAC Lagoons,Townhouse,Sale,Unfurnished,Off Plan,Q3 2025,Costa Brava,4.0,3.0,Q3,2025
4950000.0,3 beds,4 baths,1857.0,UAE,Dubai,Dubai Hills Estate,Apartment,Sale,Unfurnished,Off Plan,Q1 2027,Golf Grand,3.0,4.0,Q1,2027
4650000.0,2 beds,2 baths,1255.0,UAE,Dubai,Downtown Dubai,Apartment,Sale,Furnished,Ready,Q1 2027,Golf Grand,2.0,2.0,Q1,2027
2984888.0,3 beds,3 baths,1570.0,UAE,Dubai,Dubai South,Apartment,Sale,Unfurnished,Off Plan,Q3 2029,Golf Grand,3.0,3.0,Q3,2029
982664.0,3 beds,2 baths,1496.0,UAE,Dubai,Remraam,Apartment,Sale,Unfurnished,Ready,Q3 2029,Golf Grand,3.0,2.0,Q3,2029
1189000.0,1 bed,1 bath,626.0,UAE,Dubai,Dubai Silicon Oasis (DSO),Apartment,Sale,Furnished,Off Plan,Q3 2028,Timez By Danube,1.0,1.0,Q3,2028
1100000.0,1 bed,1 bath,734.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Timez By Danube,1.0,1.0,Q3,2028
7615888.0,3 beds,3 baths,3858.0,UAE,Dubai,Dubai Hills Estate,Apartment,Sale,Furnished,Off Plan,Q3 2028,Parkwood,3.0,3.0,Q3,2028
2700000.0,1 bed,2 baths,978.0,UAE,Dubai,Al Barari,Apartment,Sale,Furnished,Ready,Q3 2028,The Neighbourhood,1.0,2.0,Q3,2028
822000.0,1 bed,2 baths,715.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q4 2028,AG Ark Tower,1.0,2.0,Q4,2028
854000.0,Studio,1 bath,448.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q2 2026,Ozone1 Residence,0.0,1.0,Q2,2026
12000000.0,5 beds,6 baths,10635.0,UAE,Dubai,Al Barsha,Villa,Sale,Unfurnished,Ready,Q2 2026,Al Barsha 3,5.0,6.0,Q2,2026
1169000.0,1 bed,2 baths,800.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off Plan,Q3 2026,The F1fth,1.0,2.0,Q3,2026
1499000.0,1 bed,2 baths,1070.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off Plan,Q4 2026,Volga,1.0,2.0,Q4,2026
2948888.0,3 beds,4 baths,2457.0,UAE,Dubai,The Valley by Emaar,Townhouse,Sale,Unfurnished,Off Plan,Q3 2028,Velora 2,3.0,4.0,Q3,2028
1610888.0,1 bed,1 bath,686.0,UAE,Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off Plan,Q4 2026,Moor at Creek Beach,1.0,1.0,Q4,2026
6360888.0,2 beds,2 baths,1459.0,UAE,Dubai,Dubai Harbour,Apartment,Sale,Unfurnished,Off Plan,Q3 2029,The Bristol Emaar Beachfront,2.0,2.0,Q3,2029
3789000.0,3 beds,4 baths,1980.0,UAE,Dubai,Dubailand,Apartment,Sale,Unfurnished,Off Plan,Q3 2027,Ghaf Woods,3.0,4.0,Q3,2027
2893888.0,3 beds,3 baths,1571.0,UAE,Dubai,Dubai South,Apartment,Sale,Unfurnished,Off Plan,Q3 2029,Ghaf Woods,3.0,3.0,Q3,2029
10380888.0,3 beds,3 baths,1912.0,UAE,Dubai,Dubai Harbour,Apartment,Sale,Unfurnished,Off Plan,Q3 2029,The Bristol Emaar Beachfront,3.0,3.0,Q3,2029
849000.0,1 bed,2 baths,738.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q4 2028,AG Ark Tower,1.0,2.0,Q4,2028
2890888.0,3 beds,3 baths,2417.0,UAE,Dubai,The Valley by Emaar,Townhouse,Sale,Unfurnished,Off Plan,Q4 2028,Elva,3.0,3.0,Q4,2028
3299000.0,3 beds,4 baths,2200.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off Plan,Q4 2026,Volga,3.0,4.0,Q4,2026
3000888.0,2 beds,2 baths,1285.0,UAE,Dubai,Mina Rashid,Apartment,Sale,Unfurnished,Off Plan,Q4 2028,Porto View,2.0,2.0,Q4,2028
15800888.0,5 beds,5 baths,10225.0,UAE,Dubai,The Oasis by Emaar,Villa,Sale,Unfurnished,Off Plan,Q2 2028,Mirage The Oasis,5.0,5.0,Q2,2028
2399000.0,2 beds,3 baths,1510.0,UAE,Dubai,Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off Plan,Q4 2026,Volga,2.0,3.0,Q4,2026
2100000.0,1 bed,2 baths,822.0,UAE,Dubai,Mina Rashid,Townhouse,Sale,Unfurnished,Off Plan,Q4 2027,Bayline,1.0,2.0,Q4,2027
1395000.0,2 beds,3 baths,1447.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,The Boulevard by Prestige One,2.0,3.0,Q4,2027
18975000.0,6 beds,10 baths,7677.0,UAE,Dubai,Palm Jebel Ali,Villa,Sale,Unfurnished,Off Plan,Q4 2027,Frond A,6.0,10.0,Q4,2027
1496888.0,1 bed,1 bath,734.0,UAE,Dubai,Expo City,Apartment,Sale,Unfurnished,Off Plan,Q1 2029,Terra Heights Building 4,1.0,1.0,Q1,2029
1622000.0,2 beds,3 baths,1260.0,UAE,Dubai,Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Samana Lake Views 2,2.0,3.0,Q4,2027
2772000.0,2 beds,2 baths,1017.0,UAE,Dubai,Al Wasl,Apartment,Sale,Unfurnished,Off Plan,Q4 2029,Safa Gate,2.0,2.0,Q4,2029
1800000.0,2 beds,3 baths,1372.0,UAE,Dubai,Al Jaddaf,Apartment,Sale,Unfurnished,Off Plan,Q4 2029,Safa Gate,2.0,3.0,Q4,2029
1750888.0,1 bed,1 bath,727.0,UAE,Dubai,Dubai Hills Estate,Apartment,Sale,Unfurnished,Off Plan,Q4 2029,Parkwood,1.0,1.0,Q4,2029
1091721.0,1 bed,2 baths,802.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,1.0,2.0,Q3,2028
1090000.0,1 bed,2 baths,805.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q3 2028,Peace Lagoons by Peace Homes,1.0,2.0,Q3,2028
2399000.0,2 beds,3 baths,1250.0,UAE,Dubai,Dubailand,Apartment,Sale,Unfurnished,Off Plan,Q3 2027,Ghaf Woods,2.0,3.0,Q3,2027
858000.0,1 bed,2 baths,746.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q4 2028,AG Ark Tower,1.0,2.0,Q4,2028
849000.0,1 bed,2 baths,746.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q4 2028,AG Ark Tower,1.0,2.0,Q4,2028
15894000.0,3 beds,4 baths,3125.0,UAE,Dubai,Al Wasl,Apartment,Sale,Unfurnished,Off Plan,Q4 2029,Safa Gate,3.0,4.0,Q4,2029
825000.0,1 bed,2 baths,718.0,UAE,Dubai,Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off Plan,Q4 2028,AG Ark Tower,1.0,2.0,Q4,2028
1499000.0,1 bed,2 baths,850.0,UAE,Dubai,Dubailand,Apartment,Sale,Unfurnished,Off Plan,Q3 2027,Ghaf Woods,1.0,2.0,Q3,2027
1076598.0,1 bed,1 bath,746.0,UAE,Dubai,Dubai Sports City,Apartment,Sale,Furnished,Off Plan,Q2 2027,Vega,1.0,1.0,Q2,2027
1601423.0,2 beds,2 baths,1097.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off Plan,Q2 2027,Electra,2.0,2.0,Q2,2027
1526730.0,1 bed,1 bath,885.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Avenue Residence 7,1.0,1.0,Q4,2027
1954122.0,4 beds,4 baths,2352.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Townhouse,Sale,Unfurnished,Off Plan,Q3 2027,Violet 4,4.0,4.0,Q3,2027
2080495.0,2 beds,2 baths,1489.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Avenue Residence 7,2.0,2.0,Q4,2027
1416521.0,1 bed,1 bath,890.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Avenue Residence 7,1.0,1.0,Q4,2027
1954120.0,4 beds,4 baths,2352.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Townhouse,Sale,Unfurnished,Off Plan,Q3 2027,Violet 4,4.0,4.0,Q3,2027
1918840.0,4 beds,4 baths,2352.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Townhouse,Sale,Unfurnished,Off Plan,Q3 2027,Violet 4,4.0,4.0,Q3,2027
3735760.0,5 beds,5 baths,3324.0,UAE,Dubai,Dubailand,Townhouse,Sale,Unfurnished,Off Plan,Q1 2028,DAMAC Sun City,5.0,5.0,Q1,2028
3730862.0,5 beds,5 baths,3324.0,UAE,Dubai,Dubailand,Townhouse,Sale,Unfurnished,Off Plan,Q1 2028,DAMAC Sun City,5.0,5.0,Q1,2028
3730860.0,5 beds,5 baths,3324.0,UAE,Dubai,Dubailand,Townhouse,Sale,Unfurnished,Off Plan,Q1 2028,DAMAC Sun City,5.0,5.0,Q1,2028
4018000.0,1 bed,1 bath,1095.0,UAE,Dubai,Dubai Marina,Apartment,Sale,Furnished,Off Plan,Q1 2028,Rove Home Dubai Marina,1.0,1.0,Q1,2028
1590939.0,2 beds,2 baths,1098.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off Plan,Q2 2027,Electra,2.0,2.0,Q2,2027
1270856.0,2 beds,2 baths,951.0,UAE,Dubai,Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off Plan,Q4 2025,Viera Residences,2.0,2.0,Q4,2025
1116096.0,1 bed,1 bath,817.0,UAE,Dubai,Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off Plan,Q4 2025,Viera Residences,1.0,1.0,Q4,2025
1060939.0,1 bed,1 bath,773.0,UAE,Dubai,Dubai Production City (IMPZ),Apartment,Sale,Unfurnished,Off Plan,Q4 2025,Viera Residences,1.0,1.0,Q4,2025
8233960.0,3 beds,3 baths,2105.0,UAE,Dubai,Dubai Harbour,Apartment,Sale,Unfurnished,Off Plan,Q4 2025,DAMAC Bay 2 by Cavalli,3.0,3.0,Q4,2025
8605380.0,3 beds,3 baths,2111.0,UAE,Dubai,Dubai Harbour,Apartment,Sale,Unfurnished,Off Plan,Q4 2025,DAMAC Bay 2 by Cavalli,3.0,3.0,Q4,2025
2200000.0,1 bed,1 bath,742.0,UAE,Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off Plan,Q1 2029,Palace Residences Creek Blue,1.0,1.0,Q1,2029
750000.0,1 bed,1 bath,552.0,UAE,Dubai,DAMAC Hills 2 (Akoya by DAMAC),Apartment,Sale,Unfurnished,Off Plan,Q4 2026,ELO,1.0,1.0,Q4,2026
1800000.0,1 bed,1 bath,644.0,UAE,Dubai,Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2026,Creek Palace,1.0,1.0,Q4,2026
2252200.0,2 beds,3 baths,1280.0,UAE,Dubai,Al Satwa,Apartment,Sale,Furnished,Ready,Q4 2026,Creek Palace,2.0,3.0,Q4,2026
750000.0,1 bed,2 baths,910.0,UAE,Dubai,Discovery Gardens,Apartment,Sale,Furnished,Ready,Q4 2026,Creek Palace,1.0,2.0,Q4,2026
1279534.0,1 bed,1 bath,893.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off Plan,Q2 2027,Electra,1.0,1.0,Q2,2027
1570000.0,Studio,1 bath,549.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2027,Trillionaire Residences by Binghatti,0.0,1.0,Q2,2027
3200000.0,3 beds,4 baths,1879.0,UAE,Dubai,Mudon,Townhouse,Sale,Unfurnished,Off Plan,Q4 2025,Trillionaire Residences by Binghatti,3.0,4.0,Q4,2025
699999.0,Studio,1 bath,479.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2025,Safeer Tower 2,0.0,1.0,Q4,2025
16999999.0,5 beds,6 baths,5890.0,UAE,Dubai,Arabian Ranches,Villa,Sale,Unfurnished,Ready,Q4 2025,Aseel,5.0,6.0,Q4,2025
1330000.0,1 bed,2 baths,826.0,UAE,Dubai,Al Sufouh,Apartment,Sale,Unfurnished,Ready,Q4 2025,Aseel,1.0,2.0,Q4,2025
1279710.0,1 bed,1 bath,893.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off Plan,Q2 2027,Electra,1.0,1.0,Q2,2027
765944.0,Studio,1 bath,452.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off Plan,Q2 2027,Electra,0.0,1.0,Q2,2027
2920393.0,3 beds,3 baths,2018.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Avenue Residence 7,3.0,3.0,Q4,2027
869286.0,Studio,1 bath,518.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off Plan,Q2 2027,Electra,0.0,1.0,Q2,2027
2712568.0,3 beds,3 baths,2037.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Avenue Residence 7,3.0,3.0,Q4,2027
2101341.0,2 beds,2 baths,1489.0,UAE,Dubai,Al Furjan,Apartment,Sale,Unfurnished,Off Plan,Q4 2027,Avenue Residence 7,2.0,2.0,Q4,2027
3049777.0,3 beds,5 baths,2600.0,UAE,Dubai,Liwan,Apartment,Sale,Unfurnished,Off Plan,Q2 2028,Empire Lake Views,3.0,5.0,Q2,2028
8200000.0,3 beds,3 baths,2186.0,UAE,Dubai,Umm Suqeim,Apartment,Sale,Unfurnished,Off Plan,Q2 2026,Jomana 8,3.0,3.0,Q2,2026
5500000.0,2 beds,3 baths,2518.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2026,Terraces Marasi Drive,2.0,3.0,Q2,2026
647000.0,Studio,1 bath,499.0,UAE,Dubai,Business Bay,Apartment,Sale,Furnished,Ready,Q2 2026,Terraces Marasi Drive,0.0,1.0,Q2,2026
4900000.0,2 beds,3 baths,2103.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2026,Terraces Marasi Drive,2.0,3.0,Q2,2026
5200000.0,2 beds,3 baths,2142.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2026,Terraces Marasi Drive,2.0,3.0,Q2,2026
4350000.0,2 beds,3 baths,2290.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q2 2026,Terraces Marasi Drive,2.0,3.0,Q2,2026
1742768.0,1 bed,2 baths,912.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Off Plan,Q1 2029,Tiger Sky Tower,1.0,2.0,Q1,2029
3300000.0,3 beds,3 baths,2241.0,UAE,Dubai,Arabian Ranches 3,Townhouse,Sale,Unfurnished,Ready,Q1 2029,Bliss,3.0,3.0,Q1,2029
1950000.0,1 bed,2 baths,918.0,UAE,Dubai,Business Bay,Apartment,Sale,Unfurnished,Ready,Q1 2029,SOL Bay,1.0,2.0,Q1,2029
1025000.0,1 bed,2 baths,689.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q1 2029,SOL Bay,1.0,2.0,Q1,2029
1250000.0,2 beds,2 baths,1310.0,UAE,Dubai,Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Ready,Q1 2029,SOL Bay,2.0,2.0,Q1,2029
